ID,Dag,Maand,Jaar,Dagsoort,Begintijd,Eindtijd,Plaats,District,Wijk,Buurt,Subbuurt,Straat,Postcode,Poging,Opgelost,SOGeslacht
2012449134-1,22,08,2012,WO,16:49,16:49,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,0-0,HONINGKLAVER,3069DD,Bewolking,J,v
2012449429-1,22,08,2012,WO,14:00,16:00,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,2-2,BINNENHOF,3068JW,J,Bewolking,v
2012449912-1,23,08,2012,DO,14:34,14:45,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,3-3,WILLEM BUYTEWECHSTRAAT,3024VE,Bewolking,Bewolking,v
2012451138-1,24,08,2012,VR,16:30,16:30,VLAARDINGEN,DISTRICT 1,6-WIJK 6,3-VOGELBUURT-HOLY,0-VOGELBUURT-HOLY,KWIKSTAARTWEG,,Bewolking,J,m
2012451458-1,24,08,2012,VR,23:00,23:00,SPIJKENISSE,DISTRICT 11,1-SCHIEKAMP/HOOGWERF,1-SCHIEKAMP-ZUID,2-PC 2,SLAUERHOFFSTRAAT,,Bewolking,Bewolking,m
2012451824-1,24,08,2012,VR,20:55,20:55,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,STATIONSPLEIN,3013AJ,Bewolking,Bewolking,v
2012456058-1,24,08,2012,VR,5:00,5:00,ROTTERDAM,DISTRICT 4,1-Jan,9-DIJKZIGT,1-1,MUSEUMPARK,,Bewolking,Bewolking,m
2012451720-1,25,08,2012,ZA,9:10,9:15,MAASSLUIS,DISTRICT 1,1-WIJK 1,2-STEENDIJKPOLDER-LAAG,2-STEENDIJKPOLDER-LAAG,WESTEINDE,3146BZ,J,Bewolking,v
2012451834-1,25,08,2012,ZA,3:15,3:16,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,1-1,WEENA,3013AM,Bewolking,Bewolking,v
2012452110-1,25,08,2012,ZA,16:30,16:45,ROTTERDAM,DISTRICT 4,1-Jan,8-NIEUWE WERK,1-1,KIEVITSLAAN,3016CG,Bewolking,Bewolking,m
2012452796-1,25,08,2012,ZA,15:30,16:00,VLAARDINGEN,DISTRICT 1,3-WIJK 3,3-VERGULDE HAND,0-VERGULDE HAND,GEORGE STEPHENSONWEG,3133KJ,Bewolking,Bewolking,m
2012456918-1,25,08,2012,ZA,0:45,1:00,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,5-5,LANGENHORST,3085HZ,Bewolking,Bewolking,m
2012472866-1,25,08,2012,ZA,0:00,2:00,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,HOOGSTRAAT,3131BR,Bewolking,Bewolking,m
2012485970-1,25,08,2012,ZA,17:00,17:30,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,9-9,NOORDMOLENSTRAAT,,Bewolking,Bewolking,v
2012452480-1,26,08,2012,ZO,4:10,4:10,ROTTERDAM,DISTRICT 5,1-Jan,5-AGNIESEBUURT,3-3,HEER BOKELWEG,3032AD,Bewolking,Bewolking,v
2012454015-1,26,08,2012,ZO,22:00,22:15,VLAARDINGEN,DISTRICT 1,6-WIJK 6,3-VOGELBUURT-HOLY,0-VOGELBUURT-HOLY,SPECHTLAAN,,Bewolking,Bewolking,m
2012457165-1,26,08,2012,ZO,15:30,15:30,ROTTERDAM,DISTRICT 5,3-Mar,5-OUDE NOORDEN,8-8,ZWART JANSTRAAT,3035AW,Bewolking,Bewolking,v
2012453509-1,27,08,2012,MA,10:48,10:48,CAPELLE AAN DEN IJSSEL,DISTRICT 6,6-MIDDELWATERING OOST,6-BUURTSCHAP ALKENOORD,6-BUURTSCHAP ALKENOORD,DUIKERLAAN,2903AC,Bewolking,J,v
2012462721-1,27,08,2012,MA,22:00,23:00,ROTTERDAM,DISTRICT 6,4-Apr,9-HET LAGE LAND,6-6,REMMET VAN MILPLAATS,3067AN,Bewolking,Bewolking,m
2012455092-1,28,08,2012,DI,13:45,13:45,CAPELLE AAN DEN IJSSEL,DISTRICT 6,2-SCHOLLEVAAR,6-TUINENBUURT,1-BEGRAAFPLAATS SCHOLLEVA,BURGEMEESTER SCHALIJLAAN,2908LS,Bewolking,Bewolking,m
2012455488-1,28,08,2012,DI,21:37,21:37,BERKEL EN RODENRIJS,DISTRICT 5,0-BERKEL (OUD),3-CENTRUM,0-3,WESTERSINGEL,,Bewolking,Bewolking,m
2012455730-1,28,08,2012,DI,15:00,15:30,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,0-0,SLAGHEKSTRAAT,3074LK,Bewolking,Bewolking,v
2012457060-1,28,08,2012,DI,19:30,19:30,ROTTERDAM,DISTRICT 4,1-Jan,9-DIJKZIGT,1-1,MUSEUMPARK,,Bewolking,Bewolking,m
2012461295-1,28,08,2012,DI,15:00,15:15,ROTTERDAM,DISTRICT 6,3-Mar,7-OUD CROOSWIJK,4-4,BOEZEMSINGEL,3034EC,Bewolking,Bewolking,m
2012459252-1,29,08,2012,WO,23:00,8:30,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,0-0,KATENDRECHTSE LAGEDIJK,3083GJ,Bewolking,Bewolking,v
2012456360-1,29,08,2012,WO,17:30,17:30,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,9-9,KOOIWALWEG,3076JJ,Bewolking,Bewolking,m
2012456445-1,29,08,2012,WO,20:00,20:00,ROTTERDAM,DISTRICT 3,2-Feb,0-DELFSHAVEN,2-2,HEIMAN DULLAERTPLEIN,,Bewolking,Bewolking,m
2012456509-1,29,08,2012,WO,21:15,21:25,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,8-8,WEST-VARKENOORDSEWEG,3074HT,Bewolking,Bewolking,m
2012478081-1,29,08,2012,WO,16:00,16:30,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,5-TUINDORP/KETHEL-5,BACHPLEIN,,Bewolking,Bewolking,v
2012456657-1,29,08,2012,WO,23:08,23:08,ROTTERDAM,DISTRICT 9,8-Aug,2-HILLESLUIS,2-2,BEIJERLANDSELAAN,3074EM,J,J,m
2012457228-1,30,08,2012,DO,13:45,14:00,ROTTERDAM,DISTRICT 10,7-Jul,2-CARNISSE,1-1,DE BUIJSERLAAN,3083RB,Bewolking,Bewolking,m
2012459399-1,30,08,2012,DO,13:30,13:30,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,7-NIEUWLAND-7,PIERSONSTRAAT,3119RG,Bewolking,Bewolking,v
2012458214-1,31,08,2012,VR,13:30,13:30,ROTTERDAM,DISTRICT 3,2-Feb,2-TUSSENDIJKE,3-3,SCHIEDAMSEWEG,3026AC,J,Bewolking,m
2012458370-1,31,08,2012,VR,13:30,13:45,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,4-4,GROTE KREEK,3079CC,Bewolking,Bewolking,v
2012458639-1,31,08,2012,VR,18:35,18:35,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,3-3,VRUCHTENTUIN,3078TM,Bewolking,Bewolking,m
2012459230-1,31,08,2012,VR,15:00,15:10,VLAARDINGEN,DISTRICT 1,3-WIJK 3,1-VETTENOORDSE POLDER,0-VETTENOORDSE POLDER,MARNIXLAAN,,Bewolking,Bewolking,v
2012464839-1,31,08,2012,VR,21:55,22:10,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,6-6,ZUIDHOEK,3082PV,Bewolking,J,m
2012458950-1,1,092,012,ZA,1:30,1:30,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,3-3,CLAES DE VRIESELAAN,3021JA,Bewolking,Bewolking,m
2012459685-1,1,092,012,ZA,22:30,22:40,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,VOERMANWEG,3067JW,Bewolking,Bewolking,m
2012459698-1,1,092,012,ZA,23:15,23:19,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,2-2,SLINGE,3086EZ,Bewolking,Bewolking,m
2012460201-1,1,092,012,ZA,4:30,4:30,ROTTERDAM,DISTRICT 4,1-Jan,3-C.S. KWARTIER,2-2,POORTSTRAAT,,Bewolking,Bewolking,v
2012462430-1,1,092,012,ZA,20:00,21:00,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,0-0,SLINGE,3086EZ,Bewolking,Bewolking,m
2012466586-1,1,092,012,ZA,16:30,16:33,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,2-2,HOENKAMP,3085SP,Bewolking,Bewolking,m
2012496984-1,1,092,012,ZA,3:00,3:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,5-5,WITTE DE WITHSTRAAT,3012BS,Bewolking,Bewolking,m
2012463090-1,2,092,012,ZO,1:30,1:45,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,5-5,WITTE DE WITHSTRAAT,3012BP,Bewolking,Bewolking,v
2012463804-1,2,092,012,ZO,15:30,15:30,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,0-0,IGOR STRAVINSKISINGEL,3069MA,Bewolking,Bewolking,m
2012461578-1,3,092,012,MA,19:32,19:32,ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,7-7,VUURVLINDERWEG,3192VM,Bewolking,Bewolking,v
2012486623-1,3,092,012,MA,13:30,13:35,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,2-2,WESTERSINGEL,3014GM,Bewolking,Bewolking,m
2012462645-1,4,092,012,DI,16:30,16:30,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,5-5,GERRIT JAN MULDERSTRAAT,3023RJ,Bewolking,Bewolking,m
2012462664-1,4,092,012,DI,16:45,16:50,SPIJKENISSE,DISTRICT 11,8-SCHENKEL,1-SCHENKEL-N.W.,7-PC 7,IJSSELSTRAAT,3207BS,J,Bewolking,v
2012496135-1,4,092,012,DI,11:50,12:00,ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,2-2,TOSCALAAN,3194BK,Bewolking,Bewolking,m
2012464062-1,5,092,012,WO,23:36,23:36,ROTTERDAM,DISTRICT 3,2-Feb,5-MIDDELLAND,3-3,JOOST VAN GEELSTRAAT,3021VK,Bewolking,Bewolking,v
2012467545-1,5,092,012,WO,15:35,15:35,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,PALMENTUIN,3078KJ,Bewolking,Bewolking,m
2012465008-1,6,092,012,DO,16:30,16:30,VLAARDINGEN,DISTRICT 1,1-WIJK 1,1-CENTRUM,0-CENTRUM,VAN RIEBEECKSTRAAT,,Bewolking,Bewolking,v
2012466816-1,6,092,012,DO,12:45,13:00,ROTTERDAM,DISTRICT 5,3-Mar,4-LISKWARTIER,3-3,BERGWEGPLANTSOEN,3037SK,Bewolking,Bewolking,m
2012481114-1,6,092,012,DO,14:30,14:30,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,3-3,GAFFELSTRAAT,3014RA,Bewolking,Bewolking,v
2012465367-1,7,092,012,VR,1:00,1:00,ROTTERDAM,DISTRICT 5,3-Mar,4-LISKWARTIER,5-5,SCHIEVEENSTRAAT,3037XJ,Bewolking,Bewolking,v
2012465926-1,7,092,012,VR,15:30,15:30,ROTTERDAM,DISTRICT 5,6-Jun,0-SCHIEBROEK,3-3,KASTANJESINGEL,3053HG,J,Bewolking,m
2012471796-1,7,092,012,VR,14:15,14:15,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,0-CENTRUM-CENTRAAL,BROERSVELD,3111LE,Bewolking,Bewolking,v
2012472987-1,7,092,012,VR,23:00,23:05,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,8-8,GROENEZOOM,3075GK,Bewolking,Bewolking,v
2012466468-1,8,092,012,ZA,2:48,2:48,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,2-2,SCHILPEROORTSTRAAT,3082SZ,Bewolking,Bewolking,m
2012467032-1,8,092,012,ZA,19:45,19:50,POORTUGAAL,DISTRICT 10,3-BUITEN BEBOUWDE KOM,1-NOORD,0-NOORD,HOFHOEK,,Bewolking,J,v
2012468770-1,8,092,012,ZA,3:30,3:45,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,3-3,BINNENWEGPLEIN,3012KA,Bewolking,Bewolking,m
2012470740-1,8,092,012,ZA,15:30,15:30,ROTTERDAM,DISTRICT 10,7-Jul,5-WIELEWAAL,0-0,WARMOLDSTRAAT,3084RS,Bewolking,Bewolking,v
2012472156-1,8,092,012,ZA,20:30,20:30,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,8-8,SLIEDRECHTSTRAAT,3086JN,Bewolking,Bewolking,m
2012474667-1,8,092,012,ZA,23:00,23:00,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,1-1,VAN GHENTSTRAAT,3012EA,Bewolking,Bewolking,m
2012467344-1,9,092,012,ZO,4:35,4:35,ROTTERDAM,DISTRICT 9,8-Aug,6-AFRIKAANDERWIJK,2-2,PRETORIALAAN,3072EM,Bewolking,Bewolking,v
2012467863-1,9,092,012,ZO,18:15,18:45,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,4-4,SPINOZAWEG,3076EP,Bewolking,Bewolking,m
2012467864-1,9,092,012,ZO,16:00,19:30,ROTTERDAM,DISTRICT 3,2-Feb,4-NIEUWE WESTEN,9-9,HEEMRAADSSINGEL,3023BG,J,J,m
2012469457-1,9,092,012,ZO,23:30,23:30,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,4-4,OUDEDIJK,3061AH,Bewolking,Bewolking,v
2012474640-1,9,092,012,ZO,4:00,4:30,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,5-5,EENDRACHTSSTRAAT,3012XH,Bewolking,Bewolking,m
2012474993-1,9,092,012,ZO,15:30,15:30,POORTUGAAL,DISTRICT 10,3-BUITEN BEBOUWDE KOM,0-ZUID,0-ZUID,ALBRANDSWAARDSEDIJK,3172XB,Bewolking,Bewolking,m
2012478239-1,9,092,012,ZO,2:45,2:45,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,0-0,POMPENBURG,3032EM,Bewolking,Bewolking,v
2012468829-1,10,09,2012,MA,20:00,20:30,SPIJKENISSE,DISTRICT 11,4-GROENEWOUD,2-GROENEWOUD-KOOP,3-PC 3,HULSTRAND,3203AN,Bewolking,Bewolking,m
2012468898-1,10,09,2012,MA,21:20,21:20,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,GROENE TUIN,3078KG,Bewolking,Bewolking,v
2012469239-1,10,09,2012,MA,23:30,23:30,ROTTERDAM,DISTRICT 4,1-Jan,0-STADSDRIEHOEK,4-4,GROENENDAAL,3011SN,Bewolking,Bewolking,v
2012470583-1,10,09,2012,MA,9:37,9:38,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,6-6,SLAAK,3061CZ,Bewolking,Bewolking,v
2012468963-1,11,09,2012,DI,23:00,2:00,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,1-1,GOUDESTEIN,,Bewolking,Bewolking,m
2012469215-1,11,09,2012,DI,9:37,10:40,ROTTERDAM,DISTRICT 6,4-Apr,2-KRALINGEN OOST,0-0,PRINSES JULIANALAAN,3062DJ,Bewolking,Bewolking,v
2012469669-1,11,09,2012,DI,14:45,14:45,ROTTERDAM,DISTRICT 3,2-Feb,3-SPANGEN,2-2,MULTATULISTRAAT,3027JM,Bewolking,Bewolking,v
2012476098-1,11,09,2012,DI,2:00,2:15,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,2-2,LOCOMOTIEFSTRAAT,3071ZD,Bewolking,Bewolking,v
2012470570-1,12,09,2012,WO,12:30,12:30,CAPELLE AAN DEN IJSSEL,DISTRICT 6,6-MIDDELWATERING OOST,4-MERELBUURT OOST,4-MERELBUURT OOST,WIEKSLAG,,Bewolking,Bewolking,m
2012470572-1,12,09,2012,WO,12:30,12:35,CAPELLE AAN DEN IJSSEL,DISTRICT 6,6-MIDDELWATERING OOST,4-MERELBUURT OOST,4-MERELBUURT OOST,WIEKSLAG,,Bewolking,Bewolking,m
2012470595-1,12,09,2012,WO,12:30,12:30,CAPELLE AAN DEN IJSSEL,DISTRICT 6,6-MIDDELWATERING OOST,4-MERELBUURT OOST,4-MERELBUURT OOST,WIEKSLAG,,J,Bewolking,m
2012470873-1,12,09,2012,WO,16:46,18:00,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,2-2,ROER,,Bewolking,J,v
2012470894-1,12,09,2012,WO,16:45,16:45,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,7-7,NIEUWE OMMOORDSEWEG,,Bewolking,J,v
2012479080-1,12,09,2012,WO,22:30,22:45,ROTTERDAM,DISTRICT 9,9-Sep,0-BEVERWAARD,0-0,BORGGRAAFHOF,,Bewolking,Bewolking,v
2012484516-1,12,09,2012,WO,15:15,15:30,ROTTERDAM,DISTRICT 9,8-Aug,4-LOMBARDIJEN,7-7,DE MUSSETSTRAAT,3076HC,Bewolking,Bewolking,m
2012471852-1,13,09,2012,DO,14:00,14:00,ROTTERDAM,DISTRICT 4,1-Jan,1-OUDE WESTEN,5-5,SCHIETBAANSTRAAT,3014ZX,Bewolking,J,m
2012482224-1,13,09,2012,DO,22:20,22:30,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,8-8,BALSEMKRUID,3068DG,Bewolking,Bewolking,m
2012483087-1,13,09,2012,DO,13:00,13:30,ROTTERDAM,DISTRICT 9,1-Jan,7-KOP VAN ZUID,0-0,LAAN OP ZUID,3071AA,Bewolking,Bewolking,m
2012472384-1,14,09,2012,VR,0:50,1:05,ROTTERDAM,DISTRICT 5,3-Mar,2-BLIJDORP,8-8,SCHEPENSTRAAT,,Bewolking,J,m
2012473026-1,14,09,2012,VR,16:30,16:30,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,9-HOOGVLIET ZUID,5-5,BINNENBAN,,Bewolking,Bewolking,v
2012473331-1,14,09,2012,VR,23:04,23:04,POORTUGAAL,DISTRICT 10,3-BUITEN BEBOUWDE KOM,0-ZUID,0-ZUID,G J ROOIMANSPAD,3171,Bewolking,J,m
2012473333-1,14,09,2012,VR,22:20,22:20,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,6-6,NOORDERHAGEN,3078CK,Bewolking,Bewolking,v
2012473355-1,14,09,2012,VR,23:00,23:45,ROTTERDAM,DISTRICT 6,6-Jun,6-ZEVENKAMP,1-1,SCHALMEI,3068HS,Bewolking,Bewolking,m
2012484333-1,14,09,2012,VR,14:00,14:15,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,GROENE HILLEDIJK,3075EC,Bewolking,Bewolking,v
2012473486-1,15,09,2012,ZA,2:45,3:35,CAPELLE AAN DEN IJSSEL,DISTRICT 6,7-MIDDELWATERING WEST,0-RONDELEN,0-RONDELEN,VALERIUSRONDEEL,2902CL,Bewolking,Bewolking,m
2012473579-1,15,09,2012,ZA,5:10,5:15,ROTTERDAM,DISTRICT 4,1-Jan,2-COOL,2-2,MAURITSWEG,3012JT,Bewolking,Bewolking,m
2012473985-1,15,09,2012,ZA,17:45,18:00,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,8-8,OOSTZEEDIJK BENEDEN,3061VP,Bewolking,Bewolking,v
2012474267-1,15,09,2012,ZA,22:11,22:11,ROTTERDAM,DISTRICT 10,7-Jul,3-ZUIDWIJK,0-0,OLDEGAARDE,3084AA,Bewolking,J,v
2012474584-1,15,09,2012,ZA,22:30,22:30,ROTTERDAM,DISTRICT 6,1-Jan,4-RUBROEK,5-5,GOUDSESINGEL,3031EB,Bewolking,Bewolking,v
2012476807-1,15,09,2012,ZA,13:45,14:00,SCHIEDAM,DISTRICT 2,1-NOORD A,7-KETHEL/TUINDORP/BEATRIX,5-TUINDORP/KETHEL-5,HOF VAN SPALAND,3121CC,Bewolking,Bewolking,v
2012474547-1,16,09,2012,ZO,0:35,0:45,SCHIEDAM,DISTRICT 2,5-ZUID C,2-CENTRUM,1-CENTRUM-1,DAM,3111BD,Bewolking,Bewolking,v
2012474753-1,16,09,2012,ZO,12:45,12:45,ROTTERDAM,DISTRICT 6,4-Apr,1-KRALINGEN WEST,4-4,WETERINGSTRAAT,3061PN,Bewolking,Bewolking,v
2012475021-1,16,09,2012,ZO,19:00,19:20,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,2-2,SCANDINAVIEPAD,,Bewolking,Bewolking,m
2012475067-1,16,09,2012,ZO,20:12,20:12,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,7-NIEUWLAND-7,BURG VAN HAARENLAAN,3119GD,Bewolking,Bewolking,m
2012475109-1,16,09,2012,ZO,22:00,22:15,ROTTERDAM,DISTRICT 6,6-Jun,3-OMMOORD,8-8,PRINS ALEXANDERLAAN,3068PR,Bewolking,Bewolking,m
2012475132-1,16,09,2012,ZO,16:50,17:00,ROTTERDAM,DISTRICT 10,7-Jul,7-PENDRECHT,4-4,MIDDELHARNISHOF,3086GD,J,Bewolking,v
2012476815-1,16,09,2012,ZO,0:15,0:15,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,5-5,NACHTEGAALPLEIN,,Bewolking,Bewolking,m
2012476893-1,16,09,2012,ZO,0:15,0:15,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,5-5,NACHTEGAALPLEIN,3082NK,Bewolking,Bewolking,m
2012482148-1,16,09,2012,ZO,18:00,19:00,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,7-NIEUWLAND-7,BURG VAN HAARENLAAN,3119GD,Bewolking,Bewolking,m
2012475513-1,17,09,2012,MA,10:34,10:34,ROTTERDAM,DISTRICT 6,3-Mar,6-NIEUW CROOSWIJK,2-2,PARADIJSLAAN,,Bewolking,J,v
2012476121-1,17,09,2012,MA,18:20,18:30,ROTTERDAM,DISTRICT 6,3-Mar,7-OUD CROOSWIJK,5-5,BOEZEMDWARSSTRAAT,3034ER,Bewolking,Bewolking,m
2012476356-1,17,09,2012,MA,22:00,22:20,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,0-0,CHARLOISSE HOOFD,3087XA,Bewolking,Bewolking,v
2012478738-1,17,09,2012,MA,16:00,16:00,CAPELLE AAN DEN IJSSEL,DISTRICT 6,6-MIDDELWATERING OOST,5-CAPELLE CENTRUM,5-CAPELLE CENTRUM,STADSPLEIN,2903HH,Bewolking,Bewolking,m
2012481986-1,17,09,2012,MA,17:00,18:00,ROTTERDAM,DISTRICT 9,7-Jul,9-ZONDER NAAM,1-1,VUURPLAAT,3071AR,Bewolking,Bewolking,m
2012490256-1,17,09,2012,MA,14:00,14:30,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,0-0,OLYMPIAWEG,3078HT,Bewolking,Bewolking,m
2012476502-1,18,09,2012,DI,6:30,6:30,ROTTERDAM,DISTRICT 5,6-Jun,2-HILLEGERSBERG NOORD,1-1,DEMETERPAD,3054TM,J,Bewolking,v
2012476626-1,18,09,2012,DI,10:00,10:10,SCHIEDAM,DISTRICT 2,5-ZUID C,6-NIEUWLAND-OOST,4-NIEUWLAND-4,PARKWEG,3119CA,Bewolking,Bewolking,m
2012477134-1,18,09,2012,DI,16:20,16:20,ROTTERDAM,DISTRICT 6,6-Jun,8-Aug,2-NESSELANDEN,LAAN VAN DADA,3059PR,Bewolking,J,m
2012477211-1,18,09,2012,DI,14:00,14:30,ROTTERDAM,DISTRICT 6,6-Jun,7-OOSTERFLANK,1-1,BEIROETSTRAAT,3067MA,Bewolking,Bewolking,m
2012477273-1,18,09,2012,DI,20:15,20:15,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,5-OOST,0-ORANJEBUURT,BINNENLANDSE BAAN,,Bewolking,J,m
2012482186-1,18,09,2012,DI,17:40,17:45,BARENDRECHT,DISTRICT 10,0-BARENDRECHT DORP,6-MOLENVLIET,0-OOST,2E BARENDRECHTSEWEG,,Bewolking,Bewolking,m
2012489814-1,18,09,2012,DI,18:00,18:00,ROTTERDAM,DISTRICT 10,7-Jul,1-TARWEWIJK,1-1,PLEINWEG,3081JJ,Bewolking,Bewolking,v
2012478298-1,19,09,2012,WO,15:45,15:45,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,7-7,SPINOZAWEG,,Bewolking,Bewolking,v
2012478340-1,19,09,2012,WO,19:07,19:30,ROTTERDAM,DISTRICT 10,7-Jul,8-ZUIDERPARK,3-3,ZUIDERPARK (PARK),,Bewolking,Bewolking,v
2012478562-1,19,09,2012,WO,22:40,22:40,ROTTERDAM,DISTRICT 9,8-Aug,9-GROOT IJSSELMONDE,2-2,GROTE HAGEN,3078AE,Bewolking,Bewolking,m
2012478578-1,19,09,2012,WO,22:50,22:50,VLAARDINGEN,DISTRICT 1,1-WIJK 1,3-INDISCHE BUURT,0-INDISCHE BUURT,INSULINDESINGEL,3131LP,Bewolking,Bewolking,v
2012479470-1,19,09,2012,WO,13:45,14:15,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,2-2,SALLANDWEG,3083BC,Bewolking,Bewolking,v
2012480225-1,19,09,2012,WO,23:00,23:15,VLAARDINGEN,DISTRICT 1,1-WIJK 1,3-INDISCHE BUURT,0-INDISCHE BUURT,INSULINDESINGEL,3131LP,J,Bewolking,v
2012479277-1,20,09,2012,DO,13:15,13:30,RHOON,DISTRICT 10,0-ZUID,1-WEST,1-ORANJEBUURT,JULIANASTRAAT,,Bewolking,J,v
2012487379-1,20,09,2012,DO,14:30,14:30,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,5-5,MONTESSORIWEG,3083AN,Bewolking,Bewolking,m
2012480235-1,21,09,2012,VR,13:51,13:51,ROTTERDAM,DISTRICT 10,7-Jul,4-OUD CHARLOIS,7-7,PLEIN 1953,,Bewolking,Bewolking,v
2012480342-1,21,09,2012,VR,15:30,15:30,HOOGVLIET ROTTERDAM,DISTRICT 10,9-Sep,2-HOOGVLIET NOORD,0-0,TIJMWEG,,Bewolking,Bewolking,m
2012481434-1,21,09,2012,VR,19:00,19:30,VLAARDINGEN,DISTRICT 1,4-WIJK 4,1-OOSTWIJK,0-OOSTWIJK,TOUWBAAN,,Bewolking,Bewolking,m
2012485562-1,21,09,2012,VR,15:30,15:30,RIDDERKERK,DISTRICT 9,6-WIJK F,2-BOMENBUURT/PARKEN,2-622,KASTANJELAAN,2982CM,Bewolking,Bewolking,m
2012525516-1,23,09,2012,ZO,16:45,16:45,BARENDRECHT,DISTRICT 10,2-INDUSTRIETERREIN,0-DIERENSTEIN,0-DIERENSTEIN,DIERENSTEINWEG,2991XJ,Bewolking,J,m
2012482906-1,24,09,2012,MA,13:10,13:20,ROTTERDAM,DISTRICT 10,7-Jul,6-ZUIDPLEIN,2-2,METROPLEIN,3083BB,J,Bewolking,m
2012483052-1,24,09,2012,MA,11:50,11:55,ROTTERDAM,DISTRICT 9,8-Aug,0-VREEWIJK,2-2,DREEF,3075HB,Bewolking,Bewolking,v
